A_id,A_amount,A_valueDate,A_currencyCode,Risk_Exposure
174419636759.0,-1523749.99,2023-03-19,USD,1523749.99
411456117822.0,1521145.0,2023-05-25,USD,1521145.0
846768131360.0,-1515000.0,2023-03-15,USD,1515000.0
649138735178.0,1515000.0,2023-03-15,USD,1515000.0
182008254961.0,1515000.0,2023-03-15,USD,1515000.0
99142881895.0,-1515000.0,2023-03-15,USD,1515000.0
693794486632.0,-1511613.74,2023-05-07,USD,1511613.74
503927851622.0,-1481911.21,2023-04-27,USD,1481911.21
133030138133.0,1481685.9,2023-03-15,USD,1481685.9
867935655475.0,-1481685.9,2023-03-15,USD,1481685.9
997205758899.0,-1481395.11,2023-04-05,USD,1481395.11
913584033303.0,1479900.0,2023-04-22,USD,1479900.0
875299486889.0,1476761.23,2023-05-26,USD,1476761.23
171621317424.0,-1475037.19,2023-05-03,USD,1475037.19
806054626806.0,1475037.19,2023-05-03,USD,1475037.19
526430843963.0,1474106.53,2023-03-05,USD,1474106.53
495997526221.0,-1472766.93,2023-05-26,USD,1472766.93
849418066955.0,-1468294.27,2023-05-12,USD,1468294.27
286818994825.0,1468294.27,2023-05-12,USD,1468294.27
900731486493.0,1467756.77,2023-04-27,USD,1467756.77
781158544348.0,1458481.99,2023-04-14,USD,1458481.99
536158539206.0,-1458481.99,2023-04-14,USD,1458481.99
381793414034.0,1458460.1,2023-03-08,USD,1458460.1
99500270054.0,-1458460.1,2023-03-08,USD,1458460.1
737305563738.0,1457217.19,2023-05-06,USD,1457217.19
303814671442.0,-1456153.83,2023-05-24,USD,1456153.83
163128660621.0,-1456126.7,2023-05-24,USD,1456126.7
928766676354.0,1456126.7,2023-05-24,USD,1456126.7
680168409571.0,1453775.56,2023-04-19,USD,1453775.56
278904780935.0,-1453775.56,2023-04-19,USD,1453775.56
580119675628.0,1453562.17,2023-05-10,USD,1453562.17
748105317080.0,-1451522.21,2023-05-24,USD,1451522.21
879518437743.0,1451106.73,2023-03-26,USD,1451106.73
389085374671.0,-1451050.64,2023-05-26,USD,1451050.64
414246563163.0,1451050.64,2023-05-26,USD,1451050.64
36322637236.0,1450915.0,2023-04-26,USD,1450915.0
401814930237.0,1450915.0,2023-05-07,USD,1450915.0
500429392258.0,-1450915.0,2023-04-26,USD,1450915.0
694984149923.0,-1450901.7,2023-05-07,USD,1450901.7
969917132935.0,1450649.0,2023-03-09,USD,1450649.0
816700711156.0,-1450649.0,2023-03-04,USD,1450649.0
337956559919.0,1449723.97,2023-05-24,USD,1449723.97
769804754909.0,-1445129.0,2023-03-19,USD,1445129.0
802040925323.0,-1443303.85,2023-05-20,USD,1443303.85
724941249900.0,-1436881.32,2023-05-14,USD,1436881.32
891809403347.0,-1436881.32,2023-05-14,USD,1436881.32
564230540906.0,1436881.32,2023-05-14,USD,1436881.32
493691299606.0,1436881.32,2023-05-14,USD,1436881.32
419219349046.0,-1436881.32,2023-05-14,USD,1436881.32
238800102772.0,1436881.32,2023-05-14,USD,1436881.32
827770892944.0,1435270.45,2023-05-26,USD,1435270.45
56488531525.0,-1434736.02,2023-03-17,USD,1434736.02
262211957177.0,1434736.02,2023-03-17,USD,1434736.02
395255671080.0,-1434607.0,2023-05-25,USD,1434607.0
202742609704.0,1433352.85,2023-03-17,USD,1433352.85
705470231514.0,-1433352.85,2023-03-17,USD,1433352.85
281368387789.0,1432141.24,2023-05-12,USD,1432141.24
774126502534.0,-1416015.48,2023-05-06,USD,1416015.48
815225927818.0,1416015.48,2023-05-06,USD,1416015.48
367605177043.0,-1416015.48,2023-05-06,USD,1416015.48
701892577358.0,1416015.48,2023-05-06,USD,1416015.48
463278158610.0,-1414996.65,2023-04-14,USD,1414996.65
323535173523.0,1410239.65,2023-03-05,USD,1410239.65
676642409076.0,-1410204.4,2023-05-07,USD,1410204.4
237028944544.0,-1410189.91,2023-03-04,USD,1410189.91
31902651439.0,1410189.91,2023-03-09,USD,1410189.91
53961553937.0,-1410141.34,2023-05-07,USD,1410141.34
41766157809.0,1402130.99,2023-05-17,USD,1402130.99
980506929828.0,-1402130.97,2023-05-17,USD,1402130.97
506355163656.0,1400870.31,2023-04-06,USD,1400870.31
661039932580.0,1400870.31,2023-04-06,USD,1400870.31
278419403398.0,-1400600.5,2023-03-17,USD,1400600.5
771922658469.0,1400600.5,2023-03-17,USD,1400600.5
828005059383.0,-1400600.5,2023-03-17,USD,1400600.5
917480935080.0,1400600.5,2023-03-17,USD,1400600.5
417260483151.0,-1400000.0,2023-05-13,USD,1400000.0
454572400382.0,1395815.14,2023-03-31,USD,1395815.14
139771437564.0,1394863.59,2023-05-05,USD,1394863.59
450190402754.0,1394863.59,2023-05-05,USD,1394863.59
9742193171.0,-1391219.79,2023-03-09,USD,1391219.79
298099571465.0,1391219.79,2023-03-04,USD,1391219.79
316582707571.0,-1391161.44,2023-05-07,USD,1391161.44
679715403815.0,1390977.94,2023-05-05,USD,1390977.94
934891933161.0,1390838.0,2023-04-07,USD,1390838.0
91363950828.0,-1390828.82,2023-03-31,USD,1390828.82
538024497134.0,1371548.32,2023-03-05,USD,1371548.32
525307714305.0,-1371000.0,2023-05-19,USD,1371000.0
10036599355.0,-1371000.0,2023-05-19,USD,1371000.0
842974643045.0,-1369340.0,2023-03-10,USD,1369340.0
967177312173.0,1369340.0,2023-03-10,USD,1369340.0
38874763395.0,1367912.14,2023-03-17,USD,1367912.14
912067479078.0,-1367912.14,2023-03-17,USD,1367912.14
756495979224.0,1335697.81,2023-05-24,USD,1335697.81
340376170331.0,-1335697.81,2023-05-24,USD,1335697.81
408248733403.0,-1334666.7,2023-05-07,USD,1334666.7
715837808293.0,1333595.31,2023-05-18,USD,1333595.31
174128067619.0,-1333595.31,2023-05-18,USD,1333595.31
550169414277.0,1333269.23,2023-04-14,USD,1333269.23
350246281052.0,-1333269.23,2023-04-14,USD,1333269.23
137023118133.0,-1333106.33,2023-04-06,USD,1333106.33
361035232475.0,-1332752.5,2023-05-04,USD,1332752.5
530636560785.0,1332382.2,2023-05-07,USD,1332382.2
803964577845.0,-1332382.2,2023-04-26,USD,1332382.2
607650747108.0,1332382.2,2023-04-26,USD,1332382.2
451859415765.0,1331000.0,2023-03-16,USD,1331000.0
576791836955.0,1329931.76,2023-03-31,USD,1329931.76
271073463426.0,1326204.15,2023-05-21,USD,1326204.15
123316665525.0,-1325700.0,2023-05-12,USD,1325700.0
563036615179.0,1325700.0,2023-05-12,USD,1325700.0
654338218093.0,1325700.0,2023-05-13,USD,1325700.0
188592954566.0,-1325700.0,2023-05-13,USD,1325700.0
521344112066.0,-1324709.61,2023-04-08,USD,1324709.61
29671055920.0,1324709.61,2023-03-23,USD,1324709.61
779107489834.0,-1324709.61,2023-03-23,USD,1324709.61
131552330240.0,-1320000.0,2023-04-22,USD,1320000.0
837876199547.0,1320000.0,2023-04-22,USD,1320000.0
604110102167.0,-1319580.0,2023-04-30,USD,1319580.0
18188698440.0,1316711.61,2023-03-26,USD,1316711.61
529960123065.0,1313429.01,2023-04-26,USD,1313429.01
511648452072.0,-1313429.01,2023-04-26,USD,1313429.01
730219404785.0,-1312080.99,2023-04-30,USD,1312080.99
244257358090.0,-1312036.17,2023-04-27,USD,1312036.17
351472105606.0,1311986.24,2023-03-09,USD,1311986.24
192503180038.0,-1311986.24,2023-03-04,USD,1311986.24
48763727885.0,1300000.0,2023-04-08,USD,1300000.0
125026090540.0,1296693.0,2023-05-04,USD,1296693.0
162497781480.0,1295673.58,2023-03-08,USD,1295673.58
36318746294.0,1295291.05,2023-04-27,USD,1295291.05
957076394002.0,-1288259.64,2023-04-02,USD,1288259.64
104424021650.0,1288259.64,2023-04-01,USD,1288259.64
641258950944.0,1288259.64,2023-04-02,USD,1288259.64
50490253934.0,1288259.64,2023-04-05,USD,1288259.64
592085463841.0,1288259.64,2023-04-05,USD,1288259.64
315719858496.0,-1288259.64,2023-04-01,USD,1288259.64
841129904760.0,-1288259.64,2023-04-05,USD,1288259.64
909582522630.0,1288259.64,2023-04-01,USD,1288259.64
580930075800.0,-1288259.64,2023-04-02,USD,1288259.64
203122998611.0,-1288259.64,2023-04-01,USD,1288259.64
260492200879.0,-1288259.64,2023-04-05,USD,1288259.64
957751525288.0,1288259.64,2023-04-02,USD,1288259.64
278573315451.0,-1287428.67,2023-02-24,USD,1287428.67
231237565430.0,1284310.0,2023-04-30,USD,1284310.0
699791081490.0,1284310.0,2023-04-30,USD,1284310.0
908858646583.0,-1284310.0,2023-04-30,USD,1284310.0
43337310323.0,-1284310.0,2023-04-30,USD,1284310.0
505228053207.0,1284173.48,2023-03-12,USD,1284173.48
725363293033.0,-1283320.67,2023-05-06,USD,1283320.67
774267341517.0,1282453.09,2023-03-16,USD,1282453.09
735655559619.0,-1282453.09,2023-03-16,USD,1282453.09
183665920513.0,-1282300.0,2023-04-14,USD,1282300.0
502212983235.0,-1282300.0,2023-04-15,USD,1282300.0
568118113828.0,1282300.0,2023-04-15,USD,1282300.0
214553284274.0,1282300.0,2023-04-14,USD,1282300.0
930413213306.0,1282220.24,2023-03-22,USD,1282220.24
678155006849.0,-1282220.24,2023-03-22,USD,1282220.24
619039950820.0,1281374.32,2023-03-22,USD,1281374.32
661628153093.0,-1281374.32,2023-03-22,USD,1281374.32
707368232272.0,1281019.4,2023-05-03,USD,1281019.4
535770623445.0,1280815.71,2023-04-26,USD,1280815.71
775528153546.0,-1280815.71,2023-04-26,USD,1280815.71
124740430070.0,1280815.71,2023-05-07,USD,1280815.71
44786741994.0,-1280229.88,2023-03-12,USD,1280229.88
763227017309.0,1280229.88,2023-03-12,USD,1280229.88
649497913903.0,1279355.66,2023-05-13,USD,1279355.66
633165748961.0,-1279355.66,2023-05-13,USD,1279355.66
48767619471.0,1278149.56,2023-05-04,USD,1278149.56
332076865776.0,-1278149.56,2023-05-04,USD,1278149.56
250525064531.0,1276255.67,2023-04-07,USD,1276255.67
103676441480.0,-1275586.12,2023-03-09,USD,1275586.12
285360895146.0,1275586.12,2023-03-04,USD,1275586.12
273013000946.0,1275545.0,2023-03-04,USD,1275545.0
759745643956.0,-1275545.0,2023-03-09,USD,1275545.0
802788977140.0,1275503.63,2023-03-04,USD,1275503.63
728449822398.0,-1275503.63,2023-03-04,USD,1275503.63
555415356007.0,1275467.0,2023-03-09,USD,1275467.0
125917.0,-1275467.0,2023-03-04,USD,1275467.0
1123113385.0,1275455.77,2023-03-09,USD,1275455.77
516062012154.0,-1275455.77,2023-03-04,USD,1275455.77
642376712948.0,1275420.0,2023-03-05,USD,1275420.0
755545762867.0,1275350.0,2023-03-04,USD,1275350.0
348641519346.0,-1275350.0,2023-03-09,USD,1275350.0
62406630635.0,-1275246.0,2023-04-07,USD,1275246.0
6028180331.0,1275244.0,2023-03-04,USD,1275244.0
250242708679.0,-1275244.0,2023-03-09,USD,1275244.0
576794235046.0,-1272410.95,2023-03-08,USD,1272410.95
629750829949.0,-1248328.0,2023-05-04,USD,1248328.0
763913384986.0,1248328.0,2023-05-04,USD,1248328.0
180219801887.0,-1247676.5,2023-05-26,USD,1247676.5
385663124986.0,1246170.01,2023-04-05,USD,1246170.01
253647750895.0,-1243294.03,2023-04-26,USD,1243294.03
442011450551.0,1243294.03,2023-04-26,USD,1243294.03
559455580483.0,1243294.03,2023-05-07,USD,1243294.03
625441335618.0,-1242916.0,2023-05-07,USD,1242916.0
152213136810.0,-1242640.3,2023-05-04,USD,1242640.3
731508528784.0,1240000.0,2023-05-14,USD,1240000.0
843442112798.0,-1240000.0,2023-05-14,USD,1240000.0
392892624331.0,1239694.9,2023-04-02,USD,1239694.9
509313183086.0,-1239694.9,2023-04-02,USD,1239694.9
44242094197.0,-1239008.16,2023-04-12,USD,1239008.16
467835002252.0,1236113.3,2023-05-27,USD,1236113.3
391038419769.0,-1235000.0,2023-04-28,USD,1235000.0
980456215009.0,-1235000.0,2023-04-26,USD,1235000.0
14519870340.0,1235000.0,2023-04-26,USD,1235000.0
55478114857.0,-1234740.0,2023-05-13,USD,1234740.0
337331379006.0,-1234740.0,2023-05-25,USD,1234740.0
501964692520.0,1233929.64,2023-04-30,USD,1233929.64
230773178766.0,-1233765.59,2023-04-30,USD,1233765.59
715155224742.0,1232918.01,2023-03-31,USD,1232918.01
341403333349.0,-1230906.6,2023-03-25,USD,1230906.6
546422909280.0,1230906.6,2023-03-25,USD,1230906.6
618363561317.0,-1230618.43,2023-03-08,USD,1230618.43
950616535505.0,1230000.0,2023-03-19,USD,1230000.0
649490784322.0,-1230000.0,2023-03-19,USD,1230000.0
70311913712.0,1229363.49,2023-03-29,USD,1229363.49
700499156596.0,-1229363.49,2023-03-29,USD,1229363.49
989839502455.0,-1228951.43,2023-05-24,USD,1228951.43
718867353925.0,1228951.43,2023-05-24,USD,1228951.43
850417224876.0,1227358.0,2023-05-26,USD,1227358.0
869026404813.0,-1227358.0,2023-05-26,USD,1227358.0
354275993708.0,-1224829.67,2023-05-20,USD,1224829.67
420331498158.0,1224829.67,2023-05-20,USD,1224829.67
531620779473.0,1224829.67,2023-05-20,USD,1224829.67
699077662977.0,-1224829.67,2023-05-20,USD,1224829.67
856134188688.0,-1224692.8,2023-03-22,USD,1224692.8
716321541370.0,-1224692.8,2023-03-16,USD,1224692.8
568628824123.0,1224692.8,2023-03-22,USD,1224692.8
536868948198.0,1224692.8,2023-03-16,USD,1224692.8
507076769304.0,1223960.13,2023-05-14,USD,1223960.13
310805588087.0,-1223960.13,2023-05-14,USD,1223960.13
308015689564.0,1221658.63,2023-04-28,USD,1221658.63
10752841087.0,-1221658.63,2023-04-28,USD,1221658.63
282883953867.0,1219523.73,2023-04-05,USD,1219523.73
510991199970.0,1218180.83,2023-05-17,USD,1218180.83
356329287742.0,-1218180.83,2023-05-17,USD,1218180.83
845972149589.0,-1215305.0,2023-05-21,USD,1215305.0
514180438185.0,1201351.84,2023-03-10,USD,1201351.84
625643524366.0,1201351.84,2023-03-10,USD,1201351.84
386169864308.0,1201351.84,2023-03-10,USD,1201351.84
711590218514.0,-1200000.0,2023-03-29,USD,1200000.0
171278949800.0,1200000.0,2023-03-09,USD,1200000.0
708654984919.0,-1200000.0,2023-03-04,USD,1200000.0
455403432049.0,1200000.0,2023-03-29,USD,1200000.0
795525303550.0,-1200000.0,2023-03-15,USD,1200000.0
258545597781.0,1199564.0,2023-05-05,USD,1199564.0
212049999033.0,-1199382.0,2023-05-05,USD,1199382.0
717079083375.0,1198627.0,2023-03-17,USD,1198627.0
90303489770.0,-1198627.0,2023-03-17,USD,1198627.0
515541764297.0,-1197454.48,2023-03-12,USD,1197454.48
335121835942.0,-1197454.48,2023-03-11,USD,1197454.48
65441302041.0,1197454.48,2023-03-12,USD,1197454.48
231237727387.0,1197454.48,2023-03-11,USD,1197454.48
104146148275.0,-1197454.48,2023-03-10,USD,1197454.48
754904554867.0,1196096.42,2023-04-30,USD,1196096.42
893308707836.0,-1192763.62,2023-05-05,USD,1192763.62
508357094326.0,-1191858.89,2023-05-17,USD,1191858.89
996106826322.0,1190789.06,2023-05-25,USD,1190789.06
481018465045.0,1190741.11,2023-04-27,USD,1190741.11
567921255342.0,1190717.29,2023-04-08,USD,1190717.29
290190586347.0,1190707.37,2023-03-04,USD,1190707.37
705467972690.0,-1190707.37,2023-03-09,USD,1190707.37
113955082849.0,1190680.0,2023-04-07,USD,1190680.0
750952618496.0,1190663.71,2023-04-07,USD,1190663.71
130006857205.0,-1187578.43,2023-03-25,USD,1187578.43
921364678452.0,-1186373.09,2023-03-22,USD,1186373.09
844387750354.0,1186373.09,2023-03-22,USD,1186373.09
528163171087.0,-1186373.09,2023-03-22,USD,1186373.09
537710890107.0,1186373.09,2023-03-22,USD,1186373.09
958377703792.0,-1186373.09,2023-03-22,USD,1186373.09
350019271607.0,1186373.09,2023-03-22,USD,1186373.09
240451968376.0,1185583.6,2023-02-24,USD,1185583.6
849757640138.0,1185426.71,2023-03-10,USD,1185426.71
278041327278.0,1185000.0,2023-04-05,USD,1185000.0
76276047235.0,-1185000.0,2023-04-05,USD,1185000.0
778584162437.0,1184799.91,2023-04-29,USD,1184799.91
274345585721.0,-1184799.91,2023-04-29,USD,1184799.91
414030278174.0,1184452.25,2023-03-04,USD,1184452.25
463021873684.0,-1184452.25,2023-03-09,USD,1184452.25
207836449376.0,-1182746.34,2023-03-22,USD,1182746.34
735964275652.0,1181314.86,2023-04-12,USD,1181314.86
257355679534.0,1180505.42,2023-04-13,USD,1180505.42
203991178906.0,-1180505.42,2023-04-13,USD,1180505.42
300485806749.0,1179449.13,2023-05-26,USD,1179449.13
583840883164.0,1177954.32,2023-05-11,USD,1177954.32
136631855570.0,1177954.32,2023-05-11,USD,1177954.32
597331174365.0,-1177954.32,2023-05-11,USD,1177954.32
586264006749.0,-1177954.32,2023-05-11,USD,1177954.32
726000454740.0,1177918.98,2023-03-05,USD,1177918.98
323138185491.0,-1177918.98,2023-03-05,USD,1177918.98
673333567087.0,1177848.1,2023-03-16,USD,1177848.1
447299679329.0,-1177848.1,2023-03-16,USD,1177848.1
710672473698.0,1177846.8,2023-03-15,USD,1177846.8
643324145163.0,-1177846.8,2023-03-15,USD,1177846.8
818666357635.0,-1177188.0,2023-04-08,USD,1177188.0
851229346480.0,1176907.0,2023-05-25,USD,1176907.0
511522467175.0,1176565.3,2023-03-23,USD,1176565.3
888689666528.0,-1176368.42,2023-04-22,USD,1176368.42
556478800044.0,-1175719.31,2023-05-18,USD,1175719.31
919232912125.0,-1175719.31,2023-05-18,USD,1175719.31
420560080675.0,-1175408.79,2023-05-07,USD,1175408.79
663655472176.0,-1175385.3,2023-03-09,USD,1175385.3
603001457791.0,1175385.3,2023-03-04,USD,1175385.3
932491130629.0,-1175326.86,2023-05-07,USD,1175326.86
180396065015.0,1175310.0,2023-03-23,USD,1175310.0
30953392346.0,1175249.84,2023-03-31,USD,1175249.84
372695941140.0,-1175239.72,2023-03-05,USD,1175239.72
457624957355.0,-1175223.4,2023-03-04,USD,1175223.4
958909432284.0,1175223.4,2023-03-09,USD,1175223.4
376711194848.0,1175195.32,2023-04-05,USD,1175195.32
527047102452.0,-1175180.6,2023-03-23,USD,1175180.6
921638703818.0,1175180.6,2023-03-23,USD,1175180.6
324339857371.0,1175180.6,2023-04-06,USD,1175180.6
843363300489.0,-1175154.0,2023-04-27,USD,1175154.0
64248388350.0,-1175151.59,2023-03-23,USD,1175151.59
26103553695.0,-1175151.59,2023-04-06,USD,1175151.59
767068951692.0,1175151.59,2023-03-23,USD,1175151.59
371738844902.0,1175143.43,2023-03-23,USD,1175143.43
29505743869.0,1175143.43,2023-04-06,USD,1175143.43
92468046872.0,-1175143.43,2023-03-23,USD,1175143.43
403851917202.0,-1175139.18,2023-03-31,USD,1175139.18
137986789731.0,-1175132.99,2023-03-09,USD,1175132.99
626720262124.0,1175132.99,2023-03-04,USD,1175132.99
300244465008.0,-1175118.29,2023-04-07,USD,1175118.29
930295433307.0,-1175086.31,2023-04-30,USD,1175086.31
393817727093.0,-1175049.11,2023-05-04,USD,1175049.11
422803151626.0,-1175049.11,2023-05-03,USD,1175049.11
615126026427.0,1175049.11,2023-05-03,USD,1175049.11
413758791943.0,-1175047.14,2023-05-26,USD,1175047.14
233927192314.0,1175042.73,2023-03-15,USD,1175042.73
748146147699.0,1173495.68,2023-03-11,USD,1173495.68
98244776569.0,1173495.68,2023-03-11,USD,1173495.68
503708864891.0,-1173495.68,2023-03-11,USD,1173495.68
402412101049.0,-1173495.68,2023-03-11,USD,1173495.68
81732535258.0,-1170520.0,2023-05-07,USD,1170520.0
226436746499.0,1168380.05,2023-05-12,USD,1168380.05
516444838730.0,1166364.85,2023-03-22,USD,1166364.85
869495304002.0,1162149.08,2023-04-19,USD,1162149.08
414992990301.0,-1162149.08,2023-04-19,USD,1162149.08
943441902539.0,-1161012.15,2023-04-06,USD,1161012.15
371054355389.0,1161012.15,2023-04-06,USD,1161012.15
285332729209.0,1160305.83,2023-03-30,USD,1160305.83
454503910092.0,-1160305.83,2023-03-30,USD,1160305.83
115909124022.0,1160305.83,2023-03-30,USD,1160305.83
916041479541.0,-1160305.83,2023-03-30,USD,1160305.83
465606092046.0,1160304.9,2023-03-30,USD,1160304.9
962236706840.0,1160302.25,2023-03-15,USD,1160302.25
883361670042.0,1160302.25,2023-03-16,USD,1160302.25
827974348537.0,-1160302.25,2023-03-16,USD,1160302.25
487507072163.0,-1160302.25,2023-03-15,USD,1160302.25
859682121935.0,1159939.1,2023-04-22,USD,1159939.1
876334589350.0,1159488.67,2023-04-02,USD,1159488.67
50344429589.0,-1159216.85,2023-04-07,USD,1159216.85
81574517788.0,1159216.85,2023-04-07,USD,1159216.85
663600987761.0,1155416.0,2023-05-25,USD,1155416.0
355370408828.0,-1152920.38,2023-04-21,USD,1152920.38
424702350685.0,-1152564.61,2023-04-26,USD,1152564.61
227053155863.0,1152564.61,2023-04-26,USD,1152564.61
842585728256.0,1152564.61,2023-04-26,USD,1152564.61
40355589741.0,1152564.61,2023-04-26,USD,1152564.61
406897344955.0,-1152564.61,2023-04-26,USD,1152564.61
69363218135.0,-1152564.61,2023-04-26,USD,1152564.61
249223063662.0,1152466.53,2023-04-26,USD,1152466.53
590949027847.0,-1152466.53,2023-04-26,USD,1152466.53
31899834531.0,1152466.53,2023-05-07,USD,1152466.53
514725771666.0,1150380.4,2023-04-19,USD,1150380.4
225777143745.0,-1150380.4,2023-04-19,USD,1150380.4
254506558810.0,-1146263.31,2023-04-26,USD,1146263.31
125005616926.0,-1146263.31,2023-04-26,USD,1146263.31
23966019604.0,1146263.31,2023-04-26,USD,1146263.31
340997473653.0,1146263.31,2023-04-26,USD,1146263.31
982014403074.0,1132550.0,2023-04-01,USD,1132550.0
352102784123.0,-1128193.48,2023-05-06,USD,1128193.48
387793899863.0,1105830.13,2023-03-19,USD,1105830.13
620843830398.0,-1105503.03,2023-04-12,USD,1105503.03
217555357768.0,-1102865.18,2023-03-22,USD,1102865.18
794145303578.0,-1101880.0,2023-04-30,USD,1101880.0
5319905098.0,1098767.28,2023-03-22,USD,1098767.28
634780481124.0,-1098767.28,2023-03-22,USD,1098767.28
175062579387.0,1098358.29,2023-05-25,USD,1098358.29
188968333985.0,-1097921.23,2023-03-04,USD,1097921.23
474161975185.0,1097921.23,2023-03-09,USD,1097921.23
986196265575.0,1097884.94,2023-04-26,USD,1097884.94
583604561374.0,1097884.94,2023-05-07,USD,1097884.94
355735796417.0,-1097884.94,2023-04-26,USD,1097884.94
954178904563.0,-1093608.38,2023-05-24,USD,1093608.38
912128289021.0,1093000.0,2023-05-06,USD,1093000.0
674315809607.0,-1088516.24,2023-04-13,USD,1088516.24
601802148009.0,1088516.24,2023-04-13,USD,1088516.24
224863501867.0,-1084106.3,2023-03-29,USD,1084106.3
795483861155.0,1084106.3,2023-03-29,USD,1084106.3
600253563174.0,-1079560.0,2023-03-05,USD,1079560.0
237853430772.0,1079560.0,2023-03-05,USD,1079560.0
509708442612.0,1079534.06,2023-04-02,USD,1079534.06
70887369231.0,-1078830.0,2023-05-06,USD,1078830.0
963227038578.0,1078830.0,2023-05-06,USD,1078830.0
155800595939.0,-1078830.0,2023-05-11,USD,1078830.0
894187278504.0,-1078830.0,2023-05-07,USD,1078830.0
237276063759.0,1078830.0,2023-05-11,USD,1078830.0
205718150238.0,1078830.0,2023-05-07,USD,1078830.0
971899574737.0,1078798.15,2023-04-20,USD,1078798.15
484789347520.0,-1074061.09,2023-04-08,USD,1074061.09
304823013718.0,1073551.3,2023-04-27,USD,1073551.3
47353680423.0,1067307.24,2023-04-05,USD,1067307.24
118817933686.0,-1067307.24,2023-04-05,USD,1067307.24
178239855742.0,1058687.72,2023-05-13,USD,1058687.72
37249907272.0,1049430.64,2023-04-01,USD,1049430.64
27778789066.0,-1049430.64,2023-04-01,USD,1049430.64
235956665662.0,1048379.54,2023-03-22,USD,1048379.54
190443105647.0,-1046912.55,2023-05-21,USD,1046912.55
434480733908.0,1045440.0,2023-04-08,USD,1045440.0
85756627109.0,1044510.05,2023-05-07,USD,1044510.05
300093861635.0,-1044510.05,2023-05-07,USD,1044510.05
555481610881.0,-1041319.3,2023-05-07,USD,1041319.3
612623830894.0,1038043.25,2023-05-07,USD,1038043.25
307136114713.0,-1038043.25,2023-04-26,USD,1038043.25
667697212888.0,1038043.25,2023-04-26,USD,1038043.25
295319017256.0,-1033345.97,2023-04-15,USD,1033345.97
476508144980.0,1030000.0,2023-04-21,USD,1030000.0
331057831494.0,-1030000.0,2023-04-26,USD,1030000.0
739098984569.0,-1030000.0,2023-04-21,USD,1030000.0
651046014454.0,1030000.0,2023-04-22,USD,1030000.0
459651721973.0,1026830.68,2023-04-02,USD,1026830.68
619388421091.0,1025371.34,2023-04-30,USD,1025371.34
61339922527.0,1023019.99,2023-03-08,USD,1023019.99
739332173983.0,-1022101.72,2023-03-01,USD,1022101.72
490230757978.0,-1018020.64,2023-04-12,USD,1018020.64
265822263960.0,1018020.64,2023-04-12,USD,1018020.64
43183234862.0,1017602.74,2023-04-26,USD,1017602.74
547237147464.0,-1017602.74,2023-04-26,USD,1017602.74
234686294421.0,1017602.74,2023-05-07,USD,1017602.74
771157286438.0,1013827.16,2023-05-06,USD,1013827.16
40349151855.0,1013827.16,2023-05-06,USD,1013827.16
457496280966.0,-1013827.16,2023-05-06,USD,1013827.16
411937289417.0,-1013827.16,2023-05-06,USD,1013827.16
252857554887.0,1013705.91,2023-04-29,USD,1013705.91
567603927339.0,-1013705.91,2023-04-29,USD,1013705.91
48446587184.0,-1013704.78,2023-04-30,USD,1013704.78
778710728871.0,1013704.78,2023-04-30,USD,1013704.78
819121604371.0,1013214.33,2023-05-04,USD,1013214.33
134318251545.0,-1013214.33,2023-05-04,USD,1013214.33
72853012556.0,1013214.33,2023-05-04,USD,1013214.33
53978299527.0,-1013214.33,2023-05-04,USD,1013214.33
704405866804.0,1013026.35,2023-05-25,USD,1013026.35
991524986433.0,-1000000.0,2023-05-07,USD,1000000.0
772766202829.0,1000000.0,2023-05-26,USD,1000000.0
769823925085.0,1000000.0,2023-05-12,USD,1000000.0
130803443920.0,-999514.77,2023-04-02,USD,999514.77
373040096510.0,-999320.0,2023-05-21,USD,999320.0
663939952540.0,999320.0,2023-05-19,USD,999320.0
560576084147.0,999320.0,2023-05-21,USD,999320.0
1585947153.0,998405.9,2023-04-12,USD,998405.9
742847493968.0,-998405.89,2023-04-12,USD,998405.89
912420764841.0,998000.0,2023-04-15,USD,998000.0
849712457502.0,-998000.0,2023-04-13,USD,998000.0
896171431969.0,997905.43,2023-03-26,USD,997905.43
437742265083.0,-997905.43,2023-03-26,USD,997905.43
754857986837.0,-997870.3,2023-05-25,USD,997870.3
261009290535.0,992481.49,2023-03-12,USD,992481.49
98449646677.0,-984518.51,2023-03-29,USD,984518.51
389578702962.0,979026.16,2023-04-29,USD,979026.16
238105857012.0,-971743.04,2023-03-31,USD,971743.04
799434689321.0,-971680.44,2023-04-30,USD,971680.44
267957483873.0,971642.11,2023-03-23,USD,971642.11
627152569881.0,971642.11,2023-04-08,USD,971642.11
348833669399.0,-971642.11,2023-03-23,USD,971642.11
287145710017.0,-970000.0,2023-03-12,USD,970000.0
785580791325.0,-970000.0,2023-04-07,USD,970000.0
686273873741.0,970000.0,2023-03-08,USD,970000.0
290113837643.0,970000.0,2023-03-12,USD,970000.0
469586497622.0,-970000.0,2023-03-26,USD,970000.0
501486889357.0,970000.0,2023-04-07,USD,970000.0
440844263211.0,968015.11,2023-04-01,USD,968015.11
720866776562.0,967094.56,2023-03-11,USD,967094.56
936049496601.0,-967094.56,2023-03-11,USD,967094.56
914053328783.0,962855.0,2023-05-25,USD,962855.0
115954290435.0,-960912.86,2023-05-07,USD,960912.86
